classifier,accuracy_original,f1_macro_original,accuracy_qgan_augmented,f1_macro_qgan_augmented
RandomForest,0.8755546453682845,0.8127131731127064,0.8750767970509933,0.8121048516501763
XGBoost,0.8813570892211072,0.8211301577605589,0.8805379206771793,0.8199610206736703
LightGBM,0.8758277015495939,0.8128939433210591,0.8744624206430474,0.8108144165543851
SVM,0.7440098300225272,0.6089420265087617,0.742098436753362,0.6039015183909929
